Age,Attrition,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Clusters,Cluster
29,Yes,Human Resources,13,3,1,Male,1,Human Resources,Divorced,2335,Yes,3,4,2,2,0,1,light pink
45,No,Sales,2,4,3,Female,2,Sales Executive,Married,5154,No,4,10,8,5,7,0,beige
36,No,Research & Development,2,4,4,Female,2,Research Scientist,Married,6962,Yes,4,15,1,0,0,1,light pink
43,No,Sales,2,4,1,Male,2,Sales Executive,Married,5675,No,4,7,7,7,7,0,beige
27,No,Research & Development,5,2,4,Female,1,Laboratory Technician,Single,2379,Yes,3,6,5,0,2,1,light pink
29,No,Research & Development,20,1,4,Male,1,Laboratory Technician,Married,3812,No,3,11,11,3,10,2,pink
32,No,Sales,10,4,4,Male,2,Sales Executive,Single,4648,No,3,4,0,0,0,1,light pink
42,No,Research & Development,10,4,3,Male,1,Research Scientist,Married,2936,No,4,10,6,3,3,1,light pink
47,No,Research & Development,9,4,2,Female,1,Laboratory Technician,Single,2105,No,3,7,2,2,0,0,beige
46,No,Research & Development,2,2,4,Male,3,Manufacturing Director,Divorced,8578,No,3,12,9,4,7,0,beige
28,No,Human Resources,1,2,3,Male,1,Human Resources,Divorced,2706,No,3,3,3,2,2,1,light pink
29,No,Research & Development,29,1,4,Male,2,Healthcare Representative,Divorced,6384,No,3,11,7,1,6,2,pink
42,No,Research & Development,8,3,4,Male,1,Laboratory Technician,Single,3968,No,3,8,0,0,0,1,light pink
32,Yes,Sales,2,4,3,Male,2,Sales Executive,Single,9907,Yes,3,7,2,2,2,1,light pink
46,No,Sales,3,3,1,Female,4,Sales Executive,Divorced,13225,No,3,25,19,2,8,3,purple
27,No,Sales,23,1,2,Female,2,Sales Representative,Married,3540,No,4,9,9,5,8,2,pink
29,No,Human Resources,6,1,4,Male,1,Human Resources,Married,2804,No,3,1,1,0,0,1,light pink
43,No,Research & Development,6,3,1,Female,5,Manager,Married,19392,No,3,21,16,6,14,3,purple
48,No,Research & Development,10,3,4,Male,5,Research Director,Married,19665,No,3,29,22,12,9,3,purple
29,Yes,Research & Development,24,2,4,Male,1,Research Scientist,Single,2439,Yes,4,1,1,1,0,2,pink
46,Yes,Sales,10,3,3,Female,3,Sales Executive,Married,7314,No,4,14,8,0,7,0,beige
27,No,Research & Development,15,3,4,Female,1,Research Scientist,Married,4774,No,3,8,7,7,3,2,pink
39,No,Research & Development,19,4,4,Male,2,Research Scientist,Divorced,3902,No,3,7,2,2,2,2,pink
55,No,Research & Development,2,4,2,Male,1,Research Scientist,Married,2662,No,4,19,5,0,4,0,beige
28,No,Sales,3,3,2,Female,1,Sales Representative,Married,2856,No,3,1,1,0,0,1,light pink
30,Yes,Sales,9,3,2,Male,1,Sales Representative,Single,1081,No,3,1,1,0,0,1,light pink
22,Yes,Research & Development,7,1,4,Male,1,Research Scientist,Single,2472,Yes,4,1,1,0,0,1,light pink
36,No,Sales,10,4,2,Female,2,Sales Executive,Married,5673,Yes,3,10,10,1,7,1,light pink
31,No,Research & Development,20,3,2,Male,2,Laboratory Technician,Divorced,4197,No,3,10,10,0,2,2,pink
34,No,Sales,4,3,3,Male,3,Sales Executive,Married,9713,Yes,3,9,5,1,0,1,light pink
29,No,Research & Development,7,3,4,Male,1,Laboratory Technician,Single,2062,No,3,11,3,1,2,1,light pink
37,No,Research & Development,7,4,4,Male,2,Research Scientist,Married,4284,Yes,4,16,5,0,4,1,light pink
35,No,Research & Development,16,2,4,Female,2,Manufacturing Director,Married,4788,Yes,3,4,3,0,2,2,pink
45,No,Research & Development,25,2,2,Female,2,Manufacturing Director,Married,5906,No,3,10,9,3,8,2,pink
36,No,Human Resources,2,1,2,Male,2,Human Resources,Single,3886,No,4,10,10,0,8,1,light pink
40,No,Research & Development,1,4,1,Male,4,Manager,Divorced,16823,No,3,22,19,11,16,3,purple
26,No,Research & Development,1,2,2,Female,1,Research Scientist,Married,2933,Yes,3,1,1,1,0,1,light pink
27,No,Sales,2,2,1,Female,2,Sales Executive,Single,6500,No,3,9,8,0,7,1,light pink
48,No,Research & Development,22,3,4,Female,4,Manager,Divorced,17174,No,3,24,22,4,7,3,purple
44,No,Research & Development,1,4,2,Male,2,Healthcare Representative,Married,5033,No,3,10,2,2,2,0,beige
34,Yes,Research & Development,16,4,4,Male,1,Research Scientist,Married,2307,Yes,4,5,5,3,0,2,pink
56,Yes,Research & Development,24,2,1,Male,1,Laboratory Technician,Single,2587,No,3,5,4,1,0,2,pink
36,No,Sales,17,2,3,Male,2,Sales Executive,Married,5507,No,3,12,4,1,3,2,pink
41,No,Sales,8,3,3,Female,2,Sales Executive,Married,4393,No,4,14,5,1,4,1,light pink
42,No,Research & Development,6,3,3,Male,3,Research Director,Married,13348,No,3,18,13,5,7,3,purple
31,No,Sales,10,2,3,Female,2,Sales Executive,Divorced,6583,Yes,3,8,5,1,4,1,light pink
34,No,Sales,3,1,4,Female,2,Sales Executive,Married,8103,Yes,3,9,4,0,1,1,light pink
31,No,Research & Development,4,3,1,Female,1,Laboratory Technician,Divorced,3978,No,3,4,2,2,2,1,light pink
26,No,Research & Development,6,3,3,Male,1,Laboratory Technician,Married,2544,No,3,8,7,7,7,1,light pink
45,No,Research & Development,1,4,2,Male,2,Healthcare Representative,Single,5399,No,3,12,4,0,3,0,beige
33,No,Sales,10,4,2,Male,2,Sales Executive,Single,5487,No,3,10,10,0,9,1,light pink
28,No,Sales,1,2,3,Male,2,Sales Executive,Married,6834,Yes,3,7,7,0,7,1,light pink
29,Yes,Sales,24,3,3,Male,1,Sales Representative,Single,1091,No,3,1,1,0,0,2,pink
39,No,Sales,21,4,1,Female,2,Sales Executive,Married,5736,No,3,10,3,1,2,2,pink
27,No,Research & Development,2,4,2,Male,1,Research Scientist,Married,2226,No,3,6,5,1,2,1,light pink
34,No,Research & Development,22,4,3,Male,2,Research Scientist,Married,5747,Yes,3,16,15,6,11,2,pink
28,Yes,Sales,13,2,4,Female,2,Sales Executive,Single,9854,Yes,3,6,2,2,2,1,light pink
47,No,Research & Development,14,4,3,Male,2,Research Scientist,Married,5467,No,3,16,8,1,7,0,beige
56,No,Sales,11,5,4,Female,2,Sales Executive,Married,5380,No,3,6,0,0,0,0,beige
39,No,Research & Development,9,2,1,Male,2,Manufacturing Director,Married,5151,No,4,10,10,7,9,1,light pink
38,No,Research & Development,8,3,4,Female,2,Research Scientist,Divorced,2133,Yes,3,20,20,0,7,1,light pink
58,No,Sales,21,3,4,Female,4,Manager,Married,17875,Yes,3,29,1,0,0,0,beige
32,Yes,Research & Development,5,2,1,Female,1,Research Scientist,Single,2432,Yes,3,8,4,0,3,1,light pink
38,No,Research & Development,9,2,2,Male,1,Research Scientist,Divorced,4771,No,3,10,5,0,3,1,light pink
49,No,Research & Development,2,1,2,Male,5,Research Director,Married,19161,No,3,28,5,4,3,0,beige
42,No,Sales,12,4,2,Male,2,Sales Executive,Divorced,5087,Yes,3,14,0,0,0,1,light pink
27,Yes,Human Resources,22,3,1,Female,1,Human Resources,Married,2863,No,3,1,1,0,0,2,pink
35,No,Sales,18,4,2,Male,2,Sales Executive,Married,5561,No,3,6,5,0,4,2,pink
28,No,Research & Development,16,3,3,Male,1,Research Scientist,Single,2144,No,3,5,5,1,4,2,pink
31,No,Research & Development,3,2,3,Male,1,Research Scientist,Divorced,3065,Yes,3,4,4,2,3,1,light pink
36,No,Research & Development,9,4,1,Male,1,Laboratory Technician,Married,2810,No,4,5,5,0,2,1,light pink
34,No,Sales,1,3,1,Male,3,Sales Executive,Single,9888,No,4,14,14,2,1,1,light pink
34,No,Sales,13,4,4,Male,3,Sales Executive,Divorced,8628,No,3,9,8,1,1,2,pink
26,No,Research & Development,1,3,3,Male,1,Laboratory Technician,Single,2867,No,3,8,7,7,6,1,light pink
29,No,Research & Development,1,3,1,Male,2,Healthcare Representative,Married,5373,No,3,6,5,0,2,1,light pink
32,No,Research & Development,15,4,3,Female,2,Healthcare Representative,Divorced,6667,No,3,9,5,1,2,2,pink
31,No,Research & Development,1,3,4,Male,2,Research Scientist,Married,5003,No,4,10,10,8,7,1,light pink
28,Yes,Research & Development,17,3,3,Male,1,Laboratory Technician,Divorced,2367,No,3,6,4,0,3,2,pink
38,No,Sales,1,3,1,Male,1,Sales Representative,Single,2858,No,3,20,1,0,0,1,light pink
35,No,Sales,7,4,3,Female,2,Sales Executive,Married,5204,Yes,3,10,10,0,9,1,light pink
27,No,Sales,9,3,4,Male,2,Sales Executive,Single,4105,No,3,7,7,0,7,1,light pink
32,No,Research & Development,5,4,4,Male,2,Manufacturing Director,Single,9679,No,4,8,1,0,0,1,light pink
31,Yes,Sales,26,4,1,Male,2,Sales Executive,Married,5617,Yes,3,10,10,0,8,2,pink
53,Yes,Sales,24,4,1,Male,3,Sales Executive,Single,10448,Yes,3,15,2,2,2,0,beige
54,No,Research & Development,9,2,1,Female,2,Research Scientist,Married,2897,No,3,9,4,2,3,0,beige
33,No,Research & Development,7,2,4,Male,2,Healthcare Representative,Divorced,5968,No,4,9,9,2,8,1,light pink
43,No,Research & Development,11,3,1,Male,3,Healthcare Representative,Married,7510,No,3,10,10,0,9,0,beige
38,No,Human Resources,1,4,4,Male,1,Human Resources,Married,2991,Yes,3,7,6,1,2,1,light pink
55,No,Human Resources,26,4,3,Male,5,Manager,Married,19636,Yes,3,35,10,1,4,3,purple
31,No,Research & Development,2,1,4,Female,1,Laboratory Technician,Divorced,1129,Yes,3,1,1,0,0,1,light pink
39,No,Sales,15,4,2,Male,4,Sales Executive,Single,13341,No,3,21,20,11,10,3,purple
42,No,Research & Development,23,2,4,Male,2,Research Scientist,Single,4332,No,3,20,20,3,7,2,pink
31,No,Research & Development,10,3,3,Female,3,Research Director,Married,11031,No,4,13,11,4,8,1,light pink
54,No,Research & Development,10,3,3,Female,2,Manufacturing Director,Single,4440,Yes,3,9,5,1,4,0,beige
24,No,Research & Development,1,2,2,Male,2,Healthcare Representative,Single,4617,No,3,4,4,1,2,1,light pink
23,No,Research & Development,12,2,4,Male,1,Laboratory Technician,Single,2647,No,3,5,5,1,4,1,light pink
40,No,Research & Development,11,3,4,Female,2,Laboratory Technician,Married,6323,No,3,10,10,9,4,1,light pink
40,No,Sales,2,2,2,Female,2,Sales Executive,Married,5677,No,3,15,11,5,10,1,light pink
25,No,Human Resources,2,3,3,Female,1,Human Resources,Married,2187,No,3,6,2,1,2,1,light pink
30,No,Research & Development,1,2,4,Male,1,Laboratory Technician,Married,3748,No,3,12,12,1,7,1,light pink
25,No,Research & Development,2,1,4,Male,1,Laboratory Technician,Divorced,3977,Yes,3,7,2,0,2,1,light pink
47,No,Research & Development,25,3,1,Male,3,Healthcare Representative,Single,8633,No,4,25,17,12,11,2,pink
33,No,Research & Development,1,2,2,Male,1,Laboratory Technician,Divorced,2008,No,3,1,1,0,0,1,light pink
38,No,Sales,1,4,4,Male,2,Sales Executive,Married,4440,No,3,16,15,5,8,1,light pink
31,No,Sales,2,2,1,Male,1,Sales Representative,Married,3067,No,3,3,2,1,2,1,light pink
38,No,Research & Development,6,4,1,Male,2,Manufacturing Director,Married,5321,No,3,10,8,7,7,1,light pink
42,No,Research & Development,18,4,4,Male,2,Research Scientist,Divorced,5410,Yes,3,9,4,1,2,2,pink
41,No,Research & Development,1,3,4,Male,1,Research Scientist,Married,2782,No,4,12,5,1,0,1,light pink
47,No,Research & Development,1,1,3,Female,3,Research Director,Married,11957,No,3,14,13,5,12,0,beige
35,No,Research & Development,11,4,4,Male,1,Laboratory Technician,Married,2660,Yes,3,5,2,2,2,1,light pink
22,No,Research & Development,1,2,4,Male,1,Research Scientist,Single,3375,No,3,4,3,1,2,1,light pink
35,No,Research & Development,9,4,2,Male,2,Research Scientist,Single,5098,No,3,10,10,0,8,1,light pink
33,No,Research & Development,15,2,2,Female,2,Healthcare Representative,Married,4878,Yes,3,10,9,8,1,2,pink
32,No,Research & Development,29,4,3,Female,1,Laboratory Technician,Single,2837,No,3,6,6,4,1,2,pink
40,No,Research & Development,1,4,1,Male,1,Laboratory Technician,Married,2406,No,3,8,1,0,0,1,light pink
32,No,Sales,1,4,2,Male,1,Sales Representative,Married,2269,No,3,3,2,2,2,1,light pink
39,No,Research & Development,24,1,1,Male,2,Research Scientist,Single,4108,No,3,18,7,1,7,2,pink
38,No,Research & Development,10,3,2,Female,3,Research Director,Married,13206,No,3,20,18,1,11,3,purple
32,No,Sales,1,4,3,Female,3,Sales Executive,Married,10422,No,3,14,14,5,7,1,light pink
37,No,Research & Development,10,3,3,Female,3,Research Director,Married,13744,Yes,4,16,16,6,8,3,purple
25,No,Sales,8,2,1,Female,2,Sales Executive,Divorced,4907,Yes,4,6,5,0,4,1,light pink
52,No,Sales,29,4,1,Male,1,Sales Representative,Divorced,3482,No,3,16,9,0,0,2,pink
44,No,Research & Development,1,3,2,Male,1,Research Scientist,Single,2436,Yes,3,6,4,1,2,1,light pink
21,No,Sales,5,1,3,Male,1,Sales Representative,Single,2380,Yes,3,2,2,1,2,1,light pink
39,No,Research & Development,9,3,4,Male,5,Manager,Single,19431,No,3,21,6,1,3,0,beige
23,Yes,Sales,9,3,4,Male,1,Sales Representative,Married,1790,No,3,1,1,1,0,1,light pink
36,No,Sales,3,3,1,Female,3,Sales Executive,Married,7644,No,3,10,9,3,4,1,light pink
36,No,Research & Development,4,2,4,Female,2,Manufacturing Director,Divorced,5131,No,3,18,4,0,2,1,light pink
56,No,Research & Development,1,4,3,Male,2,Healthcare Representative,Divorced,6306,No,4,13,13,1,9,0,beige
29,Yes,Research & Development,1,4,1,Male,1,Research Scientist,Married,4787,Yes,3,4,2,2,2,1,light pink
42,No,Research & Development,2,3,1,Male,5,Manager,Married,18880,No,3,24,22,4,14,3,purple
56,Yes,Research & Development,7,2,4,Male,1,Laboratory Technician,Married,2339,No,3,14,10,9,8,0,beige
41,No,Research & Development,28,4,1,Female,4,Manufacturing Director,Married,13570,No,4,21,20,0,10,3,purple
34,No,Sales,28,3,4,Female,2,Sales Executive,Married,6712,No,4,8,8,1,7,2,pink
36,No,Sales,15,4,4,Male,2,Sales Executive,Divorced,5406,No,4,15,15,11,11,2,pink
41,No,Sales,3,3,3,Male,2,Sales Executive,Divorced,8938,No,3,14,5,0,4,0,beige
32,No,Research & Development,2,3,4,Male,1,Research Scientist,Single,2439,No,3,4,4,1,2,1,light pink
35,No,Human Resources,26,4,3,Female,3,Human Resources,Single,8837,Yes,3,9,9,1,7,2,pink
38,No,Sales,10,2,1,Female,2,Sales Executive,Married,5343,No,3,10,10,1,9,1,light pink
50,Yes,Sales,1,4,2,Male,2,Sales Executive,Divorced,6728,No,3,12,6,0,1,0,beige
36,No,Sales,11,4,2,Female,2,Sales Executive,Married,6652,No,3,8,6,0,0,1,light pink
45,No,Sales,20,3,4,Female,2,Sales Executive,Single,4850,No,3,8,5,0,1,2,pink
40,No,Research & Development,2,4,3,Male,1,Research Scientist,Single,2809,No,3,8,2,2,2,1,light pink
35,No,Research & Development,18,4,3,Male,2,Healthcare Representative,Married,5689,Yes,3,10,10,0,2,2,pink
40,No,Research & Development,2,4,3,Female,1,Research Scientist,Married,2001,No,3,20,5,0,2,1,light pink
35,No,Research & Development,1,4,3,Female,1,Research Scientist,Married,2977,No,3,4,4,1,1,1,light pink
29,No,Research & Development,13,2,4,Male,2,Laboratory Technician,Married,4025,Yes,3,10,4,0,3,1,light pink
29,No,Research & Development,28,4,4,Female,1,Research Scientist,Single,3785,No,3,5,5,0,4,2,pink
50,Yes,Sales,28,3,4,Male,3,Sales Executive,Divorced,10854,Yes,3,20,3,2,0,2,pink
39,No,Sales,24,1,2,Female,4,Sales Executive,Married,12031,No,3,21,20,9,6,3,purple
31,No,Research & Development,5,3,2,Male,2,Manufacturing Director,Single,9936,No,3,10,9,1,7,1,light pink
26,No,Sales,5,3,4,Female,1,Sales Representative,Single,2966,No,3,5,4,0,0,1,light pink
36,No,Research & Development,23,2,3,Male,2,Laboratory Technician,Married,2571,No,3,17,5,0,3,2,pink
39,No,Research & Development,6,1,4,Male,3,Healthcare Representative,Married,9991,No,3,9,7,1,7,0,beige
27,No,Research & Development,4,3,2,Male,2,Manufacturing Director,Married,6142,Yes,4,6,6,0,3,1,light pink
49,No,Sales,2,3,4,Male,2,Sales Executive,Married,5390,No,3,17,9,0,8,0,beige
34,No,Research & Development,8,3,2,Male,2,Laboratory Technician,Married,4404,No,3,6,4,1,2,1,light pink
